PassengerId,Pclass,Name,Sex,SibSp,Parch,Ticket,Fare,Cabin,Age,Embarked,Survived
623,3,"Nakid, Mr. Sahid",male,1,1,2653,15.7417,,20,C,1
624,3,"Hansen, Mr. Henry Damsgaard",male,0,0,350029,7.8542,,21,S,0
625,3,"Bowen, Mr. David John ""Dai""",male,0,0,54636,16.1,,21,S,0
626,1,"Sutton, Mr. Frederick",male,0,0,36963,32.3208,D50,61,S,0
627,2,"Kirkland, Rev. Charles Leonard",male,0,0,219533,12.35,,57,Q,0
628,1,"Longley, Miss. Gretchen Fiske",female,0,0,13502,77.9583,D9,21,S,1
629,3,"Bostandyeff, Mr. Guentcho",male,0,0,349224,7.8958,,26,S,0
630,3,"O'Connell, Mr. Patrick D",male,0,0,334912,7.7333,,,Q,0
631,1,"Barkworth, Mr. Algernon Henry Wilson",male,0,0,27042,30,A23,80,S,1
632,3,"Lundahl, Mr. Johan Svensson",male,0,0,347743,7.0542,,51,S,0
633,1,"Stahelin-Maeglin, Dr. Max",male,0,0,13214,30.5,B50,32,C,1
634,1,"Parr, Mr. William Henry Marsh",male,0,0,112052,0,,,S,0
635,3,"Skoog, Miss. Mabel",female,3,2,347088,27.9,,9,S,0
636,2,"Davis, Miss. Mary",female,0,0,237668,13,,28,S,1
637,3,"Leinonen, Mr. Antti Gustaf",male,0,0,STON/O 2. 3101292,7.925,,32,S,0
638,2,"Collyer, Mr. Harvey",male,1,1,C.A. 31921,26.25,,31,S,0
639,3,"Panula, Mrs. Juha (Maria Emilia Ojala)",female,0,5,3101295,39.6875,,41,S,0
640,3,"Thorneycroft, Mr. Percival",male,1,0,376564,16.1,,,S,0
641,3,"Jensen, Mr. Hans Peder",male,0,0,350050,7.8542,,20,S,0
642,1,"Sagesser, Mlle. Emma",female,0,0,PC 17477,69.3,B35,24,C,1
643,3,"Skoog, Miss. Margit Elizabeth",female,3,2,347088,27.9,,2,S,0
644,3,"Foo, Mr. Choong",male,0,0,1601,56.4958,,,S,1
645,3,"Baclini, Miss. Eugenie",female,2,1,2666,19.2583,,0.75,C,1
646,1,"Harper, Mr. Henry Sleeper",male,1,0,PC 17572,76.7292,D33,48,C,1
647,3,"Cor, Mr. Liudevit",male,0,0,349231,7.8958,,19,S,0
648,1,"Simonius-Blumer, Col. Oberst Alfons",male,0,0,13213,35.5,A26,56,C,1
649,3,"Willey, Mr. Edward",male,0,0,S.O./P.P. 751,7.55,,,S,0
650,3,"Stanley, Miss. Amy Zillah Elsie",female,0,0,CA. 2314,7.55,,23,S,1
651,3,"Mitkoff, Mr. Mito",male,0,0,349221,7.8958,,,S,0
652,2,"Doling, Miss. Elsie",female,0,1,231919,23,,18,S,1
653,3,"Kalvik, Mr. Johannes Halvorsen",male,0,0,8475,8.4333,,21,S,0
654,3,"O'Leary, Miss. Hanora ""Norah""",female,0,0,330919,7.8292,,,Q,1
655,3,"Hegarty, Miss. Hanora ""Nora""",female,0,0,365226,6.75,,18,Q,0
656,2,"Hickman, Mr. Leonard Mark",male,2,0,S.O.C. 14879,73.5,,24,S,0
657,3,"Radeff, Mr. Alexander",male,0,0,349223,7.8958,,,S,0
658,3,"Bourke, Mrs. John (Catherine)",female,1,1,364849,15.5,,32,Q,0
659,2,"Eitemiller, Mr. George Floyd",male,0,0,29751,13,,23,S,0
660,1,"Newell, Mr. Arthur Webster",male,0,2,35273,113.275,D48,58,C,0
661,1,"Frauenthal, Dr. Henry William",male,2,0,PC 17611,133.65,,50,S,1
662,3,"Badt, Mr. Mohamed",male,0,0,2623,7.225,,40,C,0
663,1,"Colley, Mr. Edward Pomeroy",male,0,0,5727,25.5875,E58,47,S,0
664,3,"Coleff, Mr. Peju",male,0,0,349210,7.4958,,36,S,0
665,3,"Lindqvist, Mr. Eino William",male,1,0,STON/O 2. 3101285,7.925,,20,S,1
666,2,"Hickman, Mr. Lewis",male,2,0,S.O.C. 14879,73.5,,32,S,0
667,2,"Butler, Mr. Reginald Fenton",male,0,0,234686,13,,25,S,0
668,3,"Rommetvedt, Mr. Knud Paust",male,0,0,312993,7.775,,,S,0
669,3,"Cook, Mr. Jacob",male,0,0,A/5 3536,8.05,,43,S,0
670,1,"Taylor, Mrs. Elmer Zebley (Juliet Cummins Wright)",female,1,0,19996,52,C126,,S,1
671,2,"Brown, Mrs. Thomas William Solomon (Elizabeth Catherine Ford)",female,1,1,29750,39,,40,S,1
672,1,"Davidson, Mr. Thornton",male,1,0,F.C. 12750,52,B71,31,S,0
673,2,"Mitchell, Mr. Henry Michael",male,0,0,C.A. 24580,10.5,,70,S,0
674,2,"Wilhelms, Mr. Charles",male,0,0,244270,13,,31,S,1
675,2,"Watson, Mr. Ennis Hastings",male,0,0,239856,0,,,S,0
676,3,"Edvardsson, Mr. Gustaf Hjalmar",male,0,0,349912,7.775,,18,S,0
677,3,"Sawyer, Mr. Frederick Charles",male,0,0,342826,8.05,,24.5,S,0
678,3,"Turja, Miss. Anna Sofia",female,0,0,4138,9.8417,,18,S,1
679,3,"Goodwin, Mrs. Frederick (Augusta Tyler)",female,1,6,CA 2144,46.9,,43,S,0
680,1,"Cardeza, Mr. Thomas Drake Martinez",male,0,1,PC 17755,512.3292,B51 B53 B55,36,C,1
681,3,"Peters, Miss. Katie",female,0,0,330935,8.1375,,,Q,0
682,1,"Hassab, Mr. Hammad",male,0,0,PC 17572,76.7292,D49,27,C,1
683,3,"Olsvigen, Mr. Thor Anderson",male,0,0,6563,9.225,,20,S,0
684,3,"Goodwin, Mr. Charles Edward",male,5,2,CA 2144,46.9,,14,S,0
685,2,"Brown, Mr. Thomas William Solomon",male,1,1,29750,39,,60,S,0
686,2,"Laroche, Mr. Joseph Philippe Lemercier",male,1,2,SC/Paris 2123,41.5792,,25,C,0
687,3,"Panula, Mr. Jaako Arnold",male,4,1,3101295,39.6875,,14,S,0
688,3,"Dakic, Mr. Branko",male,0,0,349228,10.1708,,19,S,0
689,3,"Fischer, Mr. Eberhard Thelander",male,0,0,350036,7.7958,,18,S,0
690,1,"Madill, Miss. Georgette Alexandra",female,0,1,24160,211.3375,B5,15,S,1
691,1,"Dick, Mr. Albert Adrian",male,1,0,17474,57,B20,31,S,1
692,3,"Karun, Miss. Manca",female,0,1,349256,13.4167,,4,C,1
693,3,"Lam, Mr. Ali",male,0,0,1601,56.4958,,,S,1
694,3,"Saad, Mr. Khalil",male,0,0,2672,7.225,,25,C,0
695,1,"Weir, Col. John",male,0,0,113800,26.55,,60,S,0
696,2,"Chapman, Mr. Charles Henry",male,0,0,248731,13.5,,52,S,0
697,3,"Kelly, Mr. James",male,0,0,363592,8.05,,44,S,0
698,3,"Mullens, Miss. Katherine ""Katie""",female,0,0,35852,7.7333,,,Q,1
699,1,"Thayer, Mr. John Borland",male,1,1,17421,110.8833,C68,49,C,0
700,3,"Humblen, Mr. Adolf Mathias Nicolai Olsen",male,0,0,348121,7.65,F G63,42,S,0
701,1,"Astor, Mrs. John Jacob (Madeleine Talmadge Force)",female,1,0,PC 17757,227.525,C62 C64,18,C,1
702,1,"Silverthorne, Mr. Spencer Victor",male,0,0,PC 17475,26.2875,E24,35,S,1
703,3,"Barbara, Miss. Saiide",female,0,1,2691,14.4542,,18,C,0
704,3,"Gallagher, Mr. Martin",male,0,0,36864,7.7417,,25,Q,0
705,3,"Hansen, Mr. Henrik Juul",male,1,0,350025,7.8542,,26,S,0
706,2,"Morley, Mr. Henry Samuel (""Mr Henry Marshall"")",male,0,0,250655,26,,39,S,0
707,2,"Kelly, Mrs. Florence ""Fannie""",female,0,0,223596,13.5,,45,S,1
708,1,"Calderhead, Mr. Edward Pennington",male,0,0,PC 17476,26.2875,E24,42,S,1
709,1,"Cleaver, Miss. Alice",female,0,0,113781,151.55,,22,S,1
710,3,"Moubarek, Master. Halim Gonios (""William George"")",male,1,1,2661,15.2458,,,C,1
711,1,"Mayne, Mlle. Berthe Antonine (""Mrs de Villiers"")",female,0,0,PC 17482,49.5042,C90,24,C,1
712,1,"Klaber, Mr. Herman",male,0,0,113028,26.55,C124,,S,0
713,1,"Taylor, Mr. Elmer Zebley",male,1,0,19996,52,C126,48,S,1
714,3,"Larsson, Mr. August Viktor",male,0,0,7545,9.4833,,29,S,0
715,2,"Greenberg, Mr. Samuel",male,0,0,250647,13,,52,S,0
716,3,"Soholt, Mr. Peter Andreas Lauritz Andersen",male,0,0,348124,7.65,F G73,19,S,0
717,1,"Endres, Miss. Caroline Louise",female,0,0,PC 17757,227.525,C45,38,C,1
718,2,"Troutt, Miss. Edwina Celia ""Winnie""",female,0,0,34218,10.5,E101,27,S,1
719,3,"McEvoy, Mr. Michael",male,0,0,36568,15.5,,,Q,0
720,3,"Johnson, Mr. Malkolm Joackim",male,0,0,347062,7.775,,33,S,0
721,2,"Harper, Miss. Annie Jessie ""Nina""",female,0,1,248727,33,,6,S,1
722,3,"Jensen, Mr. Svend Lauritz",male,1,0,350048,7.0542,,17,S,0
723,2,"Gillespie, Mr. William Henry",male,0,0,12233,13,,34,S,0
724,2,"Hodges, Mr. Henry Price",male,0,0,250643,13,,50,S,0
725,1,"Chambers, Mr. Norman Campbell",male,1,0,113806,53.1,E8,27,S,1
726,3,"Oreskovic, Mr. Luka",male,0,0,315094,8.6625,,20,S,0
727,2,"Renouf, Mrs. Peter Henry (Lillian Jefferys)",female,3,0,31027,21,,30,S,1
728,3,"Mannion, Miss. Margareth",female,0,0,36866,7.7375,,,Q,1
729,2,"Bryhl, Mr. Kurt Arnold Gottfrid",male,1,0,236853,26,,25,S,0
730,3,"Ilmakangas, Miss. Pieta Sofia",female,1,0,STON/O2. 3101271,7.925,,25,S,0
731,1,"Allen, Miss. Elisabeth Walton",female,0,0,24160,211.3375,B5,29,S,1
732,3,"Hassan, Mr. Houssein G N",male,0,0,2699,18.7875,,11,C,0
733,2,"Knight, Mr. Robert J",male,0,0,239855,0,,,S,0
734,2,"Berriman, Mr. William John",male,0,0,28425,13,,23,S,0
735,2,"Troupiansky, Mr. Moses Aaron",male,0,0,233639,13,,23,S,0
736,3,"Williams, Mr. Leslie",male,0,0,54636,16.1,,28.5,S,0
737,3,"Ford, Mrs. Edward (Margaret Ann Watson)",female,1,3,W./C. 6608,34.375,,48,S,0
738,1,"Lesurer, Mr. Gustave J",male,0,0,PC 17755,512.3292,B101,35,C,1
739,3,"Ivanoff, Mr. Kanio",male,0,0,349201,7.8958,,,S,0
740,3,"Nankoff, Mr. Minko",male,0,0,349218,7.8958,,,S,0
741,1,"Hawksford, Mr. Walter James",male,0,0,16988,30,D45,,S,1
742,1,"Cavendish, Mr. Tyrell William",male,1,0,19877,78.85,C46,36,S,0
743,1,"Ryerson, Miss. Susan Parker ""Suzette""",female,2,2,PC 17608,262.375,B57 B59 B63 B66,21,C,1
744,3,"McNamee, Mr. Neal",male,1,0,376566,16.1,,24,S,0
745,3,"Stranden, Mr. Juho",male,0,0,STON/O 2. 3101288,7.925,,31,S,1
746,1,"Crosby, Capt. Edward Gifford",male,1,1,WE/P 5735,71,B22,70,S,0
747,3,"Abbott, Mr. Rossmore Edward",male,1,1,C.A. 2673,20.25,,16,S,0
748,2,"Sinkkonen, Miss. Anna",female,0,0,250648,13,,30,S,1
749,1,"Marvin, Mr. Daniel Warner",male,1,0,113773,53.1,D30,19,S,0
750,3,"Connaghton, Mr. Michael",male,0,0,335097,7.75,,31,Q,0
751,2,"Wells, Miss. Joan",female,1,1,29103,23,,4,S,1
752,3,"Moor, Master. Meier",male,0,1,392096,12.475,E121,6,S,1
753,3,"Vande Velde, Mr. Johannes Joseph",male,0,0,345780,9.5,,33,S,0
754,3,"Jonkoff, Mr. Lalio",male,0,0,349204,7.8958,,23,S,0
755,2,"Herman, Mrs. Samuel (Jane Laver)",female,1,2,220845,65,,48,S,1
756,2,"Hamalainen, Master. Viljo",male,1,1,250649,14.5,,0.67,S,1
757,3,"Carlsson, Mr. August Sigfrid",male,0,0,350042,7.7958,,28,S,0
758,2,"Bailey, Mr. Percy Andrew",male,0,0,29108,11.5,,18,S,0
759,3,"Theobald, Mr. Thomas Leonard",male,0,0,363294,8.05,,34,S,0
760,1,"Rothes, the Countess. of (Lucy Noel Martha Dyer-Edwards)",female,0,0,110152,86.5,B77,33,S,1
761,3,"Garfirth, Mr. John",male,0,0,358585,14.5,,,S,0
762,3,"Nirva, Mr. Iisakki Antino Aijo",male,0,0,SOTON/O2 3101272,7.125,,41,S,0
763,3,"Barah, Mr. Hanna Assi",male,0,0,2663,7.2292,,20,C,1
764,1,"Carter, Mrs. William Ernest (Lucile Polk)",female,1,2,113760,120,B96 B98,36,S,1
765,3,"Eklund, Mr. Hans Linus",male,0,0,347074,7.775,,16,S,0
766,1,"Hogeboom, Mrs. John C (Anna Andrews)",female,1,0,13502,77.9583,D11,51,S,1
767,1,"Brewe, Dr. Arthur Jackson",male,0,0,112379,39.6,,,C,0
768,3,"Mangan, Miss. Mary",female,0,0,364850,7.75,,30.5,Q,0
769,3,"Moran, Mr. Daniel J",male,1,0,371110,24.15,,,Q,0
770,3,"Gronnestad, Mr. Daniel Danielsen",male,0,0,8471,8.3625,,32,S,0
771,3,"Lievens, Mr. Rene Aime",male,0,0,345781,9.5,,24,S,0
772,3,"Jensen, Mr. Niels Peder",male,0,0,350047,7.8542,,48,S,0
773,2,"Mack, Mrs. (Mary)",female,0,0,S.O./P.P. 3,10.5,E77,57,S,0
774,3,"Elias, Mr. Dibo",male,0,0,2674,7.225,,,C,0
775,2,"Hocking, Mrs. Elizabeth (Eliza Needs)",female,1,3,29105,23,,54,S,1
776,3,"Myhrman, Mr. Pehr Fabian Oliver Malkolm",male,0,0,347078,7.75,,18,S,0
777,3,"Tobin, Mr. Roger",male,0,0,383121,7.75,F38,,Q,0
778,3,"Emanuel, Miss. Virginia Ethel",female,0,0,364516,12.475,,5,S,1
779,3,"Kilgannon, Mr. Thomas J",male,0,0,36865,7.7375,,,Q,0
780,1,"Robert, Mrs. Edward Scott (Elisabeth Walton McMillan)",female,0,1,24160,211.3375,B3,43,S,1
781,3,"Ayoub, Miss. Banoura",female,0,0,2687,7.2292,,13,C,1
782,1,"Dick, Mrs. Albert Adrian (Vera Gillespie)",female,1,0,17474,57,B20,17,S,1
783,1,"Long, Mr. Milton Clyde",male,0,0,113501,30,D6,29,S,0
784,3,"Johnston, Mr. Andrew G",male,1,2,W./C. 6607,23.45,,,S,0
785,3,"Ali, Mr. William",male,0,0,SOTON/O.Q. 3101312,7.05,,25,S,0
786,3,"Harmer, Mr. Abraham (David Lishin)",male,0,0,374887,7.25,,25,S,0
787,3,"Sjoblom, Miss. Anna Sofia",female,0,0,3101265,7.4958,,18,S,1
788,3,"Rice, Master. George Hugh",male,4,1,382652,29.125,,8,Q,0
789,3,"Dean, Master. Bertram Vere",male,1,2,C.A. 2315,20.575,,1,S,1
790,1,"Guggenheim, Mr. Benjamin",male,0,0,PC 17593,79.2,B82 B84,46,C,0
791,3,"Keane, Mr. Andrew ""Andy""",male,0,0,12460,7.75,,,Q,0
792,2,"Gaskell, Mr. Alfred",male,0,0,239865,26,,16,S,0
793,3,"Sage, Miss. Stella Anna",female,8,2,CA. 2343,69.55,,,S,0
794,1,"Hoyt, Mr. William Fisher",male,0,0,PC 17600,30.6958,,,C,0
795,3,"Dantcheff, Mr. Ristiu",male,0,0,349203,7.8958,,25,S,0
796,2,"Otter, Mr. Richard",male,0,0,28213,13,,39,S,0
797,1,"Leader, Dr. Alice (Farnham)",female,0,0,17465,25.9292,D17,49,S,1
798,3,"Osman, Mrs. Mara",female,0,0,349244,8.6833,,31,S,1
799,3,"Ibrahim Shawah, Mr. Yousseff",male,0,0,2685,7.2292,,30,C,0
800,3,"Van Impe, Mrs. Jean Baptiste (Rosalie Paula Govaert)",female,1,1,345773,24.15,,30,S,0
801,2,"Ponesell, Mr. Martin",male,0,0,250647,13,,34,S,0
802,2,"Collyer, Mrs. Harvey (Charlotte Annie Tate)",female,1,1,C.A. 31921,26.25,,31,S,1
803,1,"Carter, Master. William Thornton II",male,1,2,113760,120,B96 B98,11,S,1
804,3,"Thomas, Master. Assad Alexander",male,0,1,2625,8.5167,,0.42,C,1
805,3,"Hedman, Mr. Oskar Arvid",male,0,0,347089,6.975,,27,S,1
806,3,"Johansson, Mr. Karl Johan",male,0,0,347063,7.775,,31,S,0
807,1,"Andrews, Mr. Thomas Jr",male,0,0,112050,0,A36,39,S,0
808,3,"Pettersson, Miss. Ellen Natalia",female,0,0,347087,7.775,,18,S,0
809,2,"Meyer, Mr. August",male,0,0,248723,13,,39,S,0
810,1,"Chambers, Mrs. Norman Campbell (Bertha Griggs)",female,1,0,113806,53.1,E8,33,S,1
811,3,"Alexander, Mr. William",male,0,0,3474,7.8875,,26,S,0
812,3,"Lester, Mr. James",male,0,0,A/4 48871,24.15,,39,S,0
813,2,"Slemen, Mr. Richard James",male,0,0,28206,10.5,,35,S,0
814,3,"Andersson, Miss. Ebba Iris Alfrida",female,4,2,347082,31.275,,6,S,0
815,3,"Tomlin, Mr. Ernest Portage",male,0,0,364499,8.05,,30.5,S,0
816,1,"Fry, Mr. Richard",male,0,0,112058,0,B102,,S,0
817,3,"Heininen, Miss. Wendla Maria",female,0,0,STON/O2. 3101290,7.925,,23,S,0
818,2,"Mallet, Mr. Albert",male,1,1,S.C./PARIS 2079,37.0042,,31,C,0
819,3,"Holm, Mr. John Fredrik Alexander",male,0,0,C 7075,6.45,,43,S,0
820,3,"Skoog, Master. Karl Thorsten",male,3,2,347088,27.9,,10,S,0
821,1,"Hays, Mrs. Charles Melville (Clara Jennings Gregg)",female,1,1,12749,93.5,B69,52,S,1
822,3,"Lulic, Mr. Nikola",male,0,0,315098,8.6625,,27,S,1
823,1,"Reuchlin, Jonkheer. John George",male,0,0,19972,0,,38,S,0
824,3,"Moor, Mrs. (Beila)",female,0,1,392096,12.475,E121,27,S,1
825,3,"Panula, Master. Urho Abraham",male,4,1,3101295,39.6875,,2,S,0
826,3,"Flynn, Mr. John",male,0,0,368323,6.95,,,Q,0
827,3,"Lam, Mr. Len",male,0,0,1601,56.4958,,,S,0
828,2,"Mallet, Master. Andre",male,0,2,S.C./PARIS 2079,37.0042,,1,C,1
829,3,"McCormack, Mr. Thomas Joseph",male,0,0,367228,7.75,,,Q,1
830,1,"Stone, Mrs. George Nelson (Martha Evelyn)",female,0,0,113572,80,B28,62,,1
831,3,"Yasbeck, Mrs. Antoni (Selini Alexander)",female,1,0,2659,14.4542,,15,C,1
832,2,"Richards, Master. George Sibley",male,1,1,29106,18.75,,0.83,S,1
833,3,"Saad, Mr. Amin",male,0,0,2671,7.2292,,,C,0
834,3,"Augustsson, Mr. Albert",male,0,0,347468,7.8542,,23,S,0
835,3,"Allum, Mr. Owen George",male,0,0,2223,8.3,,18,S,0
836,1,"Compton, Miss. Sara Rebecca",female,1,1,PC 17756,83.1583,E49,39,C,1
837,3,"Pasic, Mr. Jakob",male,0,0,315097,8.6625,,21,S,0
838,3,"Sirota, Mr. Maurice",male,0,0,392092,8.05,,,S,0
839,3,"Chip, Mr. Chang",male,0,0,1601,56.4958,,32,S,1
840,1,"Marechal, Mr. Pierre",male,0,0,11774,29.7,C47,,C,1
841,3,"Alhomaki, Mr. Ilmari Rudolf",male,0,0,SOTON/O2 3101287,7.925,,20,S,0
842,2,"Mudd, Mr. Thomas Charles",male,0,0,S.O./P.P. 3,10.5,,16,S,0
843,1,"Serepeca, Miss. Augusta",female,0,0,113798,31,,30,C,1
844,3,"Lemberopolous, Mr. Peter L",male,0,0,2683,6.4375,,34.5,C,0
845,3,"Culumovic, Mr. Jeso",male,0,0,315090,8.6625,,17,S,0
846,3,"Abbing, Mr. Anthony",male,0,0,C.A. 5547,7.55,,42,S,0
847,3,"Sage, Mr. Douglas Bullen",male,8,2,CA. 2343,69.55,,,S,0
848,3,"Markoff, Mr. Marin",male,0,0,349213,7.8958,,35,C,0
849,2,"Harper, Rev. John",male,0,1,248727,33,,28,S,0
850,1,"Goldenberg, Mrs. Samuel L (Edwiga Grabowska)",female,1,0,17453,89.1042,C92,,C,1
851,3,"Andersson, Master. Sigvard Harald Elias",male,4,2,347082,31.275,,4,S,0
852,3,"Svensson, Mr. Johan",male,0,0,347060,7.775,,74,S,0
853,3,"Boulos, Miss. Nourelain",female,1,1,2678,15.2458,,9,C,0
854,1,"Lines, Miss. Mary Conover",female,0,1,PC 17592,39.4,D28,16,S,1
855,2,"Carter, Mrs. Ernest Courtenay (Lilian Hughes)",female,1,0,244252,26,,44,S,0
856,3,"Aks, Mrs. Sam (Leah Rosen)",female,0,1,392091,9.35,,18,S,1
857,1,"Wick, Mrs. George Dennick (Mary Hitchcock)",female,1,1,36928,164.8667,,45,S,1
858,1,"Daly, Mr. Peter Denis ",male,0,0,113055,26.55,E17,51,S,1
859,3,"Baclini, Mrs. Solomon (Latifa Qurban)",female,0,3,2666,19.2583,,24,C,1
860,3,"Razi, Mr. Raihed",male,0,0,2629,7.2292,,,C,0
861,3,"Hansen, Mr. Claus Peter",male,2,0,350026,14.1083,,41,S,0
862,2,"Giles, Mr. Frederick Edward",male,1,0,28134,11.5,,21,S,0
863,1,"Swift, Mrs. Frederick Joel (Margaret Welles Barron)",female,0,0,17466,25.9292,D17,48,S,1
864,3,"Sage, Miss. Dorothy Edith ""Dolly""",female,8,2,CA. 2343,69.55,,,S,0
865,2,"Gill, Mr. John William",male,0,0,233866,13,,24,S,0
866,2,"Bystrom, Mrs. (Karolina)",female,0,0,236852,13,,42,S,1
867,2,"Duran y More, Miss. Asuncion",female,1,0,SC/PARIS 2149,13.8583,,27,C,1
868,1,"Roebling, Mr. Washington Augustus II",male,0,0,PC 17590,50.4958,A24,31,S,0
869,3,"van Melkebeke, Mr. Philemon",male,0,0,345777,9.5,,,S,0
870,3,"Johnson, Master. Harold Theodor",male,1,1,347742,11.1333,,4,S,1
871,3,"Balkic, Mr. Cerin",male,0,0,349248,7.8958,,26,S,0
872,1,"Beckwith, Mrs. Richard Leonard (Sallie Monypeny)",female,1,1,11751,52.5542,D35,47,S,1
873,1,"Carlsson, Mr. Frans Olof",male,0,0,695,5,B51 B53 B55,33,S,0
874,3,"Vander Cruyssen, Mr. Victor",male,0,0,345765,9,,47,S,0
875,2,"Abelson, Mrs. Samuel (Hannah Wizosky)",female,1,0,P/PP 3381,24,,28,C,1
876,3,"Najib, Miss. Adele Kiamie ""Jane""",female,0,0,2667,7.225,,15,C,1
877,3,"Gustafsson, Mr. Alfred Ossian",male,0,0,7534,9.8458,,20,S,0
878,3,"Petroff, Mr. Nedelio",male,0,0,349212,7.8958,,19,S,0
879,3,"Laleff, Mr. Kristo",male,0,0,349217,7.8958,,,S,0
880,1,"Potter, Mrs. Thomas Jr (Lily Alexenia Wilson)",female,0,1,11767,83.1583,C50,56,C,1
881,2,"Shelley, Mrs. William (Imanita Parrish Hall)",female,0,1,230433,26,,25,S,1
882,3,"Markun, Mr. Johann",male,0,0,349257,7.8958,,33,S,0
883,3,"Dahlberg, Miss. Gerda Ulrika",female,0,0,7552,10.5167,,22,S,0
884,2,"Banfield, Mr. Frederick James",male,0,0,C.A./SOTON 34068,10.5,,28,S,0
885,3,"Sutehall, Mr. Henry Jr",male,0,0,SOTON/OQ 392076,7.05,,25,S,0
886,3,"Rice, Mrs. William (Margaret Norton)",female,0,5,382652,29.125,,39,Q,0
887,2,"Montvila, Rev. Juozas",male,0,0,211536,13,,27,S,0
888,1,"Graham, Miss. Margaret Edith",female,0,0,112053,30,B42,19,S,1
889,3,"Johnston, Miss. Catherine Helen ""Carrie""",female,1,2,W./C. 6607,23.45,,,S,0
890,1,"Behr, Mr. Karl Howell",male,0,0,111369,30,C148,26,C,1
891,3,"Dooley, Mr. Patrick",male,0,0,370376,7.75,,32,Q,0
892,3,"Kelly, Mr. James",male,0,0,330911,7.8292,,34.5,Q,nan
893,3,"Wilkes, Mrs. James (Ellen Needs)",female,1,0,363272,7,,47,S,nan
894,2,"Myles, Mr. Thomas Francis",male,0,0,240276,9.6875,,62,Q,nan
895,3,"Wirz, Mr. Albert",male,0,0,315154,8.6625,,27,S,nan
896,3,"Hirvonen, Mrs. Alexander (Helga E Lindqvist)",female,1,1,3101298,12.2875,,22,S,nan
897,3,"Svensson, Mr. Johan Cervin",male,0,0,7538,9.225,,14,S,nan
898,3,"Connolly, Miss. Kate",female,0,0,330972,7.6292,,30,Q,nan
899,2,"Caldwell, Mr. Albert Francis",male,1,1,248738,29,,26,S,nan
900,3,"Abrahim, Mrs. Joseph (Sophie Halaut Easu)",female,0,0,2657,7.2292,,18,C,nan
901,3,"Davies, Mr. John Samuel",male,2,0,A/4 48871,24.15,,21,S,nan
902,3,"Ilieff, Mr. Ylio",male,0,0,349220,7.8958,,,S,nan
903,1,"Jones, Mr. Charles Cresson",male,0,0,694,26,,46,S,nan
904,1,"Snyder, Mrs. John Pillsbury (Nelle Stevenson)",female,1,0,21228,82.2667,B45,23,S,nan
905,2,"Howard, Mr. Benjamin",male,1,0,24065,26,,63,S,nan
906,1,"Chaffee, Mrs. Herbert Fuller (Carrie Constance Toogood)",female,1,0,W.E.P. 5734,61.175,E31,47,S,nan
907,2,"del Carlo, Mrs. Sebastiano (Argenia Genovesi)",female,1,0,SC/PARIS 2167,27.7208,,24,C,nan
908,2,"Keane, Mr. Daniel",male,0,0,233734,12.35,,35,Q,nan
909,3,"Assaf, Mr. Gerios",male,0,0,2692,7.225,,21,C,nan
910,3,"Ilmakangas, Miss. Ida Livija",female,1,0,STON/O2. 3101270,7.925,,27,S,nan
911,3,"Assaf Khalil, Mrs. Mariana (Miriam"")""",female,0,0,2696,7.225,,45,C,nan
912,1,"Rothschild, Mr. Martin",male,1,0,PC 17603,59.4,,55,C,nan
913,3,"Olsen, Master. Artur Karl",male,0,1,C 17368,3.1708,,9,S,nan
914,1,"Flegenheim, Mrs. Alfred (Antoinette)",female,0,0,PC 17598,31.6833,,,S,nan
915,1,"Williams, Mr. Richard Norris II",male,0,1,PC 17597,61.3792,,21,C,nan
916,1,"Ryerson, Mrs. Arthur Larned (Emily Maria Borie)",female,1,3,PC 17608,262.375,B57 B59 B63 B66,48,C,nan
917,3,"Robins, Mr. Alexander A",male,1,0,A/5. 3337,14.5,,50,S,nan
918,1,"Ostby, Miss. Helene Ragnhild",female,0,1,113509,61.9792,B36,22,C,nan
919,3,"Daher, Mr. Shedid",male,0,0,2698,7.225,,22.5,C,nan
920,1,"Brady, Mr. John Bertram",male,0,0,113054,30.5,A21,41,S,nan
921,3,"Samaan, Mr. Elias",male,2,0,2662,21.6792,,,C,nan
922,2,"Louch, Mr. Charles Alexander",male,1,0,SC/AH 3085,26,,50,S,nan
923,2,"Jefferys, Mr. Clifford Thomas",male,2,0,C.A. 31029,31.5,,24,S,nan
924,3,"Dean, Mrs. Bertram (Eva Georgetta Light)",female,1,2,C.A. 2315,20.575,,33,S,nan
925,3,"Johnston, Mrs. Andrew G (Elizabeth Lily"" Watson)""",female,1,2,W./C. 6607,23.45,,,S,nan
926,1,"Mock, Mr. Philipp Edmund",male,1,0,13236,57.75,C78,30,C,nan
927,3,"Katavelas, Mr. Vassilios (Catavelas Vassilios"")""",male,0,0,2682,7.2292,,18.5,C,nan
928,3,"Roth, Miss. Sarah A",female,0,0,342712,8.05,,,S,nan
929,3,"Cacic, Miss. Manda",female,0,0,315087,8.6625,,21,S,nan
930,3,"Sap, Mr. Julius",male,0,0,345768,9.5,,25,S,nan
931,3,"Hee, Mr. Ling",male,0,0,1601,56.4958,,,S,nan
932,3,"Karun, Mr. Franz",male,0,1,349256,13.4167,,39,C,nan
933,1,"Franklin, Mr. Thomas Parham",male,0,0,113778,26.55,D34,,S,nan
